layer,k,format,category,position,n,explained_fraction_mean,explained_fraction_median,explained_fraction_std,explained_fraction_q1,explained_fraction_q3,relative_residual_mean,relative_residual_median,relative_residual_std,relative_residual_q1,relative_residual_q3,target_norm_mean,target_norm_median,target_norm_std,target_norm_q1,target_norm_q3,residual_norm_mean,residual_norm_median,residual_norm_std,residual_norm_q1,residual_norm_q3,coefficient_sum_mean,coefficient_sum_median,coefficient_sum_std,coefficient_sum_q1,coefficient_sum_q3,largest_coefficient_mean,largest_coefficient_median,largest_coefficient_std,largest_coefficient_q1,largest_coefficient_q3,largest_coefficient_share_mean,largest_coefficient_share_median,largest_coefficient_share_std,largest_coefficient_share_q1,largest_coefficient_share_q3,herfindahl_mean,herfindahl_median,herfindahl_std,herfindahl_q1,herfindahl_q3,output_token_inclusion_rate,output_token_share_when_present,output_token_top_rate,active_set_size_mean,n_iterations_mean,residual_decrease_relative_mean,stop_reasons
35,16,all,counting,all,10,0.018094581,0.020146728,0.0058773319,0.015279219,0.022307843,0.99090744,0.98987541,0.0029621473,0.98878306,0.99233069,188.0948,189.92403,9.3646942,182.44102,194.91667,186.39362,188.73767,9.4831628,180.6591,192.66566,168.38621,171.155,41.396207,157.12424,196.70581,32.382396,30.808878,10.89774,25.883322,40.117494,0.19794888,0.17759903,0.067956097,0.1516764,0.24007792,0.095574263,0.092771447,0.020689243,0.081963752,0.10259103,0.8,0.1904849,0.6,16,16,0.0090925705,max_atoms=10
35,16,all,factual,all,16,0.018450312,0.019013166,0.0035384013,0.016059384,0.020940125,0.99073039,0.99044776,0.0017858266,0.98947455,0.99193783,183.30775,182.81852,9.2738727,178.21256,186.10264,181.60865,181.13052,9.1872667,176.56907,184.62056,161.70319,157.41459,22.16815,146.39179,177.48083,37.067267,36.874086,10.870839,28.731362,45.852347,0.23124344,0.20237543,0.073104584,0.17968876,0.28155547,0.10988553,0.10204564,0.02746804,0.089314649,0.1285119,0.875,0.21077318,0.625,15.9375,16,0.0092696144,max_atoms=16
35,16,all,multihop,all,12,0.016966447,0.017561227,0.0037249793,0.015150711,0.020025313,0.99147886,0.99118048,0.0018772191,0.98993672,0.9923954,188.39874,188.85038,12.906487,177.58206,195.72944,186.79212,187.8091,12.771867,175.7855,194.06756,158.59789,156.66641,33.22841,134.35538,175.77784,37.248396,36.44743,13.410208,26.273094,48.800491,0.24226376,0.2204506,0.098503346,0.17811109,0.31249322,0.11364195,0.099683138,0.041388636,0.085540313,0.13651579,0.75,0.260608,0.58333333,16,16,0.0085211397,max_atoms=12
35,16,all,syntactic,all,12,0.014721771,0.014024466,0.00594671,0.0097227693,0.018856168,0.99260768,0.99296299,0.0029970974,0.99052674,0.99512674,178.65746,178.28123,10.904155,169.90656,184.79843,177.32465,176.92303,10.619905,168.91634,183.04413,139.1164,134.3215,30.836678,115.39418,165.84696,32.220004,30.457456,14.581908,19.180284,38.826685,0.22926327,0.2053126,0.08314836,0.16222341,0.30214065,0.10732076,0.094459817,0.033272447,0.08202763,0.13464578,0.58333333,0.25904627,0.5,15.916667,16,0.0073923222,max_atoms=12
35,16,chat,all,-2,8,0.016437583,0.014812589,0.0051855591,0.0128849,0.020287022,0.99174413,0.99256605,0.0026159451,0.98980445,0.99353665,188.61176,185.97478,15.853954,177.07329,194.65757,187.04399,184.65333,15.563216,175.5559,193.4299,147.84766,146.60953,26.734938,123.94174,162.88192,36.313759,37.834753,13.803855,23.667685,45.769008,0.24080525,0.25656275,0.065964712,0.19716252,0.27231872,0.10999558,0.11359111,0.023743469,0.090273374,0.12017941,0.5,0.15284941,0.125,15.875,16,0.008255865,max_atoms=8
35,16,chat,all,-1,8,0.013239235,0.012105346,0.0046941047,0.010274559,0.016281202,0.99335588,0.99392879,0.0023637457,0.99182589,0.99484941,195.7243,190.50179,15.36062,187.78899,199.18114,194.41987,189.54437,15.184578,186.60373,198.19738,127.55908,127.29938,27.100833,108.81351,149.31451,30.213566,28.807549,12.964081,19.753865,41.080124,0.2312688,0.20440736,0.073994788,0.17059219,0.28791565,0.11323433,0.099907323,0.030987176,0.087834433,0.13497235,0.125,0.13303972,0,16,16,0.0066441232,max_atoms=8
35,16,plain,all,-2,30,0.018867332,0.020004839,0.0042433696,0.016241282,0.020989165,0.99051918,0.98994705,0.0021405909,0.98944981,0.99184607,183.49191,179.50727,15.537822,170.61908,194.45374,181.74033,177.68981,15.248006,169.79927,192.1637,161.6564,157.24948,30.631672,139.54264,179.60694,40.067871,42.541044,11.25703,34.420578,49.656717,0.25771993,0.26561454,0.087022751,0.19921474,0.31376249,0.11706415,0.11506355,0.034885991,0.089821421,0.13825849,0.96666667,0.24430764,0.7,15.966667,16,0.0094808257,max_atoms=30
35,16,plain,all,-1,30,0.017448451,0.017861128,0.0041669185,0.016006455,0.019795954,0.99123523,0.9910292,0.0021010306,0.99005257,0.9919645,193.14121,192.68404,14.741623,182.32774,202.54901,191.43492,190.7672,14.439129,180.75869,200.67769,171.97503,177.4742,28.37922,149.6531,189.02742,36.428997,33.803219,11.529886,29.904752,46.766112,0.2140799,0.19984377,0.067332973,0.15633265,0.25822401,0.10173065,0.098922178,0.023817417,0.083194915,0.11931766,0.86666667,0.20560273,0.7,16,16,0.0087647659,max_atoms=30
35,25,all,all,all,76,0.017819472,0.01832965,0.0046562646,0.014807522,0.020997837,0.99104747,0.99079278,0.0023482537,0.98944537,0.9925686,189.12739,187.59888,15.705999,178.05584,198.55485,187.42569,185.89203,15.46389,176.4863,196.79496,170.30727,169.29886,34.264055,144.92303,194.00241,35.281257,34.904432,11.974093,26.056393,45.695986,0.21204632,0.20197686,0.07556644,0.14493474,0.27352779,0.087630639,0.080220859,0.028367865,0.064086905,0.10568115,0.84210526,0.18902793,0.57894737,24.894737,25,0.0089525314,max_atoms=76
35,25,chat,all,all,16,0.015038654,0.014085829,0.0050615007,0.011215582,0.018761024,0.99244912,0.99293205,0.0025514171,0.99057499,0.99437638,192.16803,190.152,15.520799,180.88982,198.40604,190.71291,188.95062,15.337894,179.49546,197.37076,143.80837,144.8324,28.160143,124.60237,163.88578,30.420089,29.633529,12.583565,19.661439,41.442268,0.20641498,0.19790157,0.062453986,0.15579655,0.25419937,0.088389201,0.082452018,0.023148285,0.071132878,0.10368883,0.375,0.12052992,0.125,24.75,25,0.007550885,max_atoms=16
35,25,plain,all,all,60,0.018561023,0.018611103,0.0042884493,0.016527414,0.02124165,0.99067369,0.99065077,0.0021632912,0.98932214,0.99170187,188.31656,185.57874,15.784608,176.76518,198.55485,186.5491,184.14897,15.506767,175.7809,196.79496,177.37365,178.20813,32.397405,151.619,197.32463,36.577568,35.101555,11.570935,28.446194,46.614087,0.21354801,0.206538,0.079096735,0.14052522,0.27531784,0.087428356,0.080220859,0.029774826,0.063087027,0.10649893,0.96666667,0.19611394,0.7,24.933333,25,0.0093263038,max_atoms=60
35,25,all,all,-2,38,0.018740698,0.02008611,0.004536157,0.016080052,0.021405578,0.99058275,0.98990598,0.0022886852,0.98923931,0.99192739,184.56977,180.91021,15.532254,172.26257,194.45374,182.821,179.36243,15.25586,170.66247,192.11612,168.94729,167.4973,32.105114,145.26471,187.7545,37.517227,39.412409,12.178478,26.694697,47.816026,0.22927919,0.23628756,0.082819857,0.16731251,0.29264976,0.092728552,0.093127616,0.031828032,0.065453557,0.1134973,0.92105263,0.20397449,0.60526316,24.842105,25,0.0094172464,max_atoms=38
35,25,all,all,-1,38,0.016898246,0.01792261,0.0046505547,0.013337389,0.019659519,0.99151219,0.99099818,0.002344343,0.99012145,0.9933089,193.68502,191.67398,14.700551,183.45836,202.54901,192.03039,190.22364,14.43721,181.76109,200.6531,171.66725,176.45318,36.677568,146.09716,195.57181,33.045286,31.892175,11.491223,25.525607,42.512388,0.19481344,0.18856868,0.064076365,0.14194946,0.24522037,0.082532726,0.075367548,0.023765843,0.063769409,0.10113337,0.76315789,0.17098899,0.55263158,24.947368,25,0.0084878164,max_atoms=38
35,25,all,antonym,all,14,0.01620365,0.01657474,0.0030583163,0.015020818,0.018351927,0.99186397,0.991678,0.0015410764,0.99078153,0.99246113,189.07966,190.95956,15.697959,177.26957,203.21603,187.53351,189.70605,15.465476,175.89707,201.37376,156.58146,151.99836,20.195952,145.50574,165.13199,41.083368,41.738455,9.2141939,35.488051,48.923133,0.26274634,0.27441013,0.049257459,0.25255076,0.29224098,0.10247064,0.10390754,0.021012671,0.093011178,0.11603685,0.92857143,0.21699506,0.71428571,24.857143,25,0.0081360265,max_atoms=14
35,25,all,association,all,12,0.021005283,0.021213382,0.0036309396,0.018063217,0.023577303,0.98944005,0.98933643,0.0018352262,0.98814103,0.99092723,209.00171,211.27563,17.744355,202.94359,218.12845,206.79779,209.13824,17.624561,200.74178,215.99305,201.48866,198.10802,24.001269,190.49462,212.29451,36.403932,36.066854,10.369335,28.125569,45.88206,0.18534296,0.20197686,0.059757316,0.13329822,0.23250272,0.078913887,0.078495378,0.021700689,0.064965025,0.093694903,0.83333333,0.13311437,0.33333333,24.916667,25,0.010559946,max_atoms=12
35,25,all,counting,all,10,0.018630069,0.020556539,0.0061645323,0.015600204,0.02299577,0.9906368,0.98966834,0.0031078575,0.98843513,0.99216892,188.0948,189.92403,9.3646942,182.44102,194.91667,186.3433,188.7113,9.4938416,180.61678,192.58243,180.7443,183.40234,45.295886,165.63249,213.63417,30.754162,29.564317,11.516423,22.331933,39.507189,0.17476866,0.15306067,0.066673803,0.13009728,0.2138785,0.07370928,0.066494497,0.019543885,0.061994065,0.082646592,0.8,0.1727708,0.6,24.9,25,0.00936321,max_atoms=10
35,25,all,factual,all,16,0.018751822,0.019405484,0.003529197,0.016232774,0.021113589,0.99057821,0.99024969,0.0017814284,0.98938689,0.99185038,183.30775,182.81852,9.2738727,178.21256,186.10264,181.58075,181.10161,9.1861098,176.54634,184.56589,169.95212,167.24766,24.671528,152.17232,188.17169,35.422252,35.845236,11.644831,28.259787,45.65235,0.21124569,0.18856868,0.077427505,0.16053025,0.26348093,0.090174318,0.085735009,0.028197727,0.068267513,0.10464764,0.875,0.19458285,0.6875,24.8125,25,0.009421786,max_atoms=16
35,25,all,multihop,all,12,0.017334069,0.018121243,0.0038277027,0.015522093,0.020251572,0.99129336,0.99089795,0.0019292895,0.98982243,0.99220827,188.39874,188.85038,12.906487,177.58206,195.72944,186.7564,187.79105,12.756686,175.76472,194.02241,169.75379,167.03991,36.806871,144.46131,189.53276,35.786976,34.365067,13.112476,25.336138,47.84472,0.21867254,0.19342957,0.092829874,0.15741951,0.28327334,0.08959123,0.071988459,0.038422304,0.062258495,0.109674,0.83333333,0.21250058,0.58333333,25,25,0.0087066446,max_atoms=12
35,25,all,syntactic,all,12,0.015085558,0.014283925,0.0060158671,0.010168463,0.019419327,0.99242431,0.99283233,0.0030324322,0.99024253,0.99490274,178.65746,178.28123,10.904155,169.90656,184.79843,177.29235,176.87524,10.626778,168.89696,183.02245,147.46884,144.1935,33.379187,123.29886,174.5648,30.468317,27.281162,14.69453,17.368631,36.86287,0.20510564,0.17813723,0.081558169,0.14697523,0.28938424,0.085283023,0.073633596,0.032589761,0.059646338,0.11513627,0.75,0.19048625,0.5,24.916667,25,0.0075756875,max_atoms=12
35,25,chat,all,-2,8,0.016715534,0.015130937,0.0051311623,0.013274089,0.0205051,0.99160405,0.99240565,0.0025888308,0.98969428,0.99334076,188.61176,185.97478,15.853954,177.07329,194.65757,187.0178,184.6179,15.564504,175.53025,193.40247,156.02117,157.58993,24.939393,132.84089,169.84359,32.711062,33.378217,13.504068,20.265115,42.611287,0.2044574,0.2096467,0.062947693,0.15952472,0.24465968,0.084289346,0.084696829,0.02167172,0.063527321,0.097754104,0.625,0.12062743,0.25,24.625,25,0.0083959502,max_atoms=8
35,25,chat,all,-1,8,0.013361774,0.012288153,0.0047054565,0.010368556,0.016358107,0.99329419,0.99383682,0.0023696083,0.99178709,0.99480221,195.7243,190.50179,15.36062,187.78899,199.18114,194.40801,189.53542,15.187062,186.58968,198.18781,131.59557,130.8801,27.1363,112.31973,152.89781,28.129115,26.612143,12.039789,18.984471,38.525058,0.20837256,0.18692679,0.066234763,0.15480146,0.26627104,0.092489056,0.082304583,0.025301217,0.072862896,0.1095434,0.125,0.12004234,0,24.875,25,0.0067058197,max_atoms=8
35,25,plain,all,-2,30,0.019280742,0.020351022,0.0042970605,0.01656583,0.021585509,0.9903104,0.98977217,0.0021681477,0.98914838,0.9916825,183.49191,179.50727,15.537822,170.61908,194.45374,181.70185,177.65263,15.241923,169.78847,192.11612,172.39426,170.31399,33.26507,147.05138,191.58498,38.798871,40.198631,11.710702,29.697132,48.611134,0.23589834,0.25012818,0.087060723,0.17804579,0.29425381,0.094979008,0.093127616,0.033973891,0.068028819,0.11636222,1,0.21786566,0.7,24.9,25,0.0096895921,max_atoms=30
35,25,plain,all,-1,30,0.017841305,0.018397242,0.0042283944,0.016404286,0.020057306,0.99103699,0.99075866,0.0021323933,0.98992056,0.9917639,193.14121,192.68404,14.741623,182.32774,202.54901,191.39635,190.70615,14.432016,180.72211,200.6531,182.35303,187.76757,31.265206,158.43452,199.00803,34.356265,31.892175,11.182157,27.690589,45.667817,0.19119768,0.18856868,0.06415003,0.13746878,0.23634035,0.079877704,0.074617605,0.023053613,0.061462586,0.097280487,0.93333333,0.17280851,0.7,24.966667,25,0.0089630156,max_atoms=30
38,10,all,all,all,76,0.015140558,0.014389485,0.0051201583,0.011329636,0.019141078,0.99239754,0.99277917,0.0025814111,0.99038322,0.9943191,169.22244,167.98234,13.522445,158.26608,179.11495,167.94365,166.60319,13.531292,156.97201,178.31588,82.989192,81.0776,16.72685,70.756213,94.112834,25.819115,25.890154,7.8166535,19.86623,31.628628,0.31846793,0.31581878,0.098332242,0.24359933,0.39244372,0.1736462,0.15788104,0.050020426,0.13579545,0.20409186,0.84210526,0.31153261,0.75,10,10,0.0076024609,max_atoms=76
38,10,chat,all,all,16,0.010768414,0.0098579228,0.0037147782,0.008459121,0.012032583,0.99459957,0.99505883,0.0018693866,0.99396552,0.99576144,173.67162,173.48875,14.697287,162.55678,180.4924,172.73914,172.27763,14.694435,161.66135,179.83891,67.388454,66.978035,12.219717,61.900141,74.739939,21.849191,22.327377,6.2908162,17.519167,27.024183,0.32568015,0.35297132,0.079280527,0.25827196,0.39398727,0.1798783,0.18660045,0.037427048,0.14695399,0.20552508,0.3125,0.25025989,0.1875,10,10,0.0054004247,max_atoms=16
38,10,plain,all,all,60,0.016306463,0.015608817,0.0048219089,0.012675241,0.020390734,0.99181033,0.99216491,0.0024324255,0.98975214,0.99364214,168.03599,165.32436,13.06626,157.63096,176.5118,166.66485,164.24235,13.036602,156.24375,174.88058,87.149389,86.463353,15.300204,75.654479,97.116013,26.877761,26.64575,7.8863551,20.823374,32.104971,0.31654467,0.31144942,0.10332252,0.24180465,0.37818541,0.17198431,0.15613504,0.053019716,0.13352579,0.20143867,0.98333333,0.31672521,0.9,10,10,0.0081896706,max_atoms=60
38,10,all,all,-2,38,0.017114614,0.017422885,0.0053738298,0.012691125,0.020814717,0.99140216,0.99125019,0.0027112031,0.98953794,0.99363415,165.45475,161.08053,12.703432,156.48193,174.05875,164.03786,159.49307,12.687753,155.09838,172.97314,83.554419,80.840149,14.835521,73.388124,93.539635,28.669334,28.285102,8.2592471,23.731964,34.026952,0.3507716,0.34833372,0.10606151,0.27048931,0.44019992,0.18952018,0.17941151,0.055936763,0.14590449,0.22967728,0.89473684,0.35024452,0.81578947,10,10,0.0085978412,max_atoms=38
38,10,all,all,-1,38,0.013166501,0.012894124,0.004032133,0.010187685,0.015903667,0.99339292,0.99353197,0.0020302023,0.99201633,0.99489312,172.99013,171.84993,13.420866,164.2979,179.92383,171.84944,170.5661,13.372593,163.45103,178.83144,82.423966,81.688966,18.6115,66.692452,95.149326,22.968896,22.243189,6.2409705,18.754692,27.814077,0.28616425,0.27825269,0.078786326,0.23974225,0.32772001,0.15777223,0.14944002,0.037751829,0.13272149,0.17507502,0.78947368,0.26765911,0.68421053,10,10,0.0066070807,max_atoms=38
38,10,all,antonym,all,14,0.01561637,0.014868885,0.0058544168,0.011274695,0.019138291,0.99215701,0.99253768,0.0029513008,0.99038461,0.99434662,169.68227,170.77753,12.705505,157.84849,179.81962,168.37414,169.3905,12.945712,155.93,178.86655,79.564765,78.795007,11.826972,75.892168,87.532581,30.08742,28.525228,7.6625241,25.65848,34.488527,0.38102336,0.35499598,0.08908778,0.32125328,0.46881736,0.20702925,0.2124942,0.055404536,0.15718319,0.2573885,0.78571429,0.37440302,0.78571429,10,10,0.0078429818,max_atoms=14
38,10,all,association,all,12,0.01500996,0.013926238,0.0038971604,0.012310356,0.017385155,0.99246488,0.99301246,0.0019639448,0.99126893,0.99382576,187.23032,188.24294,13.453146,180.35308,197.97915,185.83672,186.65852,13.60757,179.02205,196.78537,95.070271,93.805934,13.987408,87.509623,105.87239,22.16592,23.55758,5.9208058,15.951032,26.415493,0.23748514,0.23877161,0.068397233,0.20061958,0.30232377,0.14005028,0.14413603,0.022371389,0.12454284,0.15554482,0.75,0.23879444,0.66666667,10,10,0.007535132,max_atoms=12
38,10,all,counting,all,10,0.018435585,0.021041393,0.005585774,0.01710622,0.021913737,0.99073574,0.98942336,0.0028143513,0.98898242,0.99140953,167.00685,169.436,9.9925131,161.42856,173.4866,165.47527,167.62135,10.195177,159.72142,172.4772,90.12037,95.005586,24.269857,76.391612,108.73915,26.152427,29.718772,8.2066866,22.393816,32.277292,0.29530693,0.26409293,0.087244651,0.23334166,0.34442238,0.15905704,0.14500534,0.040734775,0.12934691,0.17231925,0.9,0.28007676,0.7,10,10,0.0092642643,max_atoms=10
38,10,all,factual,all,16,0.013389219,0.012945741,0.0031925695,0.011016384,0.015174508,0.9932816,0.99350601,0.0016075627,0.99238366,0.99447656,164.54545,163.79933,8.9979625,159.07964,167.89151,163.43957,162.79273,8.9234705,158.13918,167.00776,78.550681,77.540458,11.101167,68.816171,85.883134,25.187058,26.64575,6.1448599,19.496856,29.713599,0.32431922,0.31581878,0.083817308,0.27617474,0.39563658,0.17237269,0.16222894,0.042245544,0.1375398,0.20407736,0.875,0.31618419,0.75,10,10,0.0067183885,max_atoms=16
38,10,all,multihop,all,12,0.015008822,0.014837176,0.0030460387,0.012920305,0.016363233,0.99246614,0.99255371,0.0015347789,0.99178451,0.9935188,168.14119,171.84993,11.905576,156.80453,176.2437,166.8829,170.64287,11.943391,155.24957,175.26495,82.151082,78.552135,14.524339,71.881649,92.769077,26.431708,25.427791,7.5532589,21.192792,32.12278,0.33507488,0.33303038,0.12124005,0.24619989,0.39423304,0.1867318,0.17483751,0.063313622,0.14641032,0.20566253,0.91666667,0.32932206,0.75,10,10,0.0075338643,max_atoms=12
38,10,all,syntactic,all,12,0.01443704,0.010976613,0.0076908715,0.0086538494,0.018803269,0.9927483,0.99449655,0.0038804638,0.99055347,0.99566366,159.84166,158.50973,7.3178394,156.18079,164.58886,158.67149,157.54055,7.022387,155.50353,162.93696,75.716755,67.735343,19.448785,61.533704,95.097972,24.44501,20.676331,10.373158,18.143894,27.445559,0.32136153,0.32716591,0.091540049,0.24609039,0.39244372,0.16906529,0.16524487,0.045563312,0.12725666,0.20143867,0.83333333,0.31006917,0.83333333,10,10,0.007251706,max_atoms=12
38,10,chat,all,-2,8,0.01184459,0.01103282,0.0036305911,0.0096052289,0.012941748,0.99405859,0.99446821,0.0018277615,0.99350798,0.99518575,169.3661,165.7341,15.337068,157.164,176.72815,168.36058,164.50461,15.263265,156.14371,175.87596,73.337001,72.592521,11.097158,63.214617,78.114045,22.879536,25.059907,7.2302022,16.78506,27.476823,0.31280804,0.32566683,0.092359804,0.24303807,0.39398727,0.17197094,0.17835029,0.039914447,0.14346664,0.20552508,0.625,0.25025989,0.375,10,10,0.0059414125,max_atoms=8
38,10,chat,all,-1,8,0.0096922368,0.0086720884,0.0037070359,0.0071022063,0.010191754,0.99514056,0.99565452,0.0018651482,0.99489105,0.99644257,177.97714,174.44338,13.611831,170.97129,181.30721,177.1177,173.63831,13.63492,169.64879,180.67678,61.439906,63.067786,10.767879,52.591074,69.05979,20.818845,20.810697,5.4863333,18.090607,23.909133,0.33855226,0.36038108,0.067525274,0.29204482,0.37193138,0.18778565,0.18660045,0.035575267,0.1697929,0.20905583,0,,0,10,10,0.0048594369,max_atoms=8
38,10,plain,all,-2,30,0.018519954,0.019548595,0.0048947008,0.01491411,0.021279171,0.99069378,0.99017742,0.0024710808,0.98930319,0.99251495,164.41173,161.08053,11.990442,156.09304,172.46407,162.88513,159.49307,11.94254,154.98869,170.52111,86.279063,84.326462,14.64938,76.615281,95.77881,30.21328,31.43946,7.9184271,24.862471,35.014283,0.36089522,0.35826171,0.10857983,0.29627172,0.44737788,0.19419997,0.17941151,0.059159962,0.14664051,0.24061372,0.96666667,0.36748325,0.93333333,10,10,0.0093062222,max_atoms=30
38,10,plain,all,-1,30,0.014092972,0.014092177,0.0036343202,0.01194942,0.015991777,0.99292688,0.99292892,0.0018307953,0.9919719,0.9940073,171.66026,170.53027,13.281351,160.31762,179.81962,170.44457,168.90266,13.175143,159.41384,178.66925,88.019715,90.506498,16.127408,74.710126,98.71592,23.542242,23.15926,6.388559,18.886502,28.743198,0.27219412,0.26896419,0.076550851,0.22265919,0.32251541,0.14976865,0.14487796,0.034613661,0.12718563,0.1599277,1,0.26765911,0.86666667,10,10,0.0070731191,max_atoms=30
38,16,all,all,all,76,0.01559229,0.014930069,0.0052329079,0.011772484,0.019529328,0.99216976,0.99250686,0.0026388727,0.9901872,0.99409631,169.22244,167.98234,13.522445,158.26608,179.11495,167.9053,166.54766,13.530931,156.94206,178.29204,90.229856,88.601659,18.813208,76.838539,102.2545,24.615749,24.781165,7.9499306,19.039769,29.839584,0.28044995,0.27452185,0.093744508,0.2112064,0.35327994,0.13424973,0.11792008,0.046100247,0.10148353,0.16910929,0.84210526,0.27285693,0.75,15.947368,16,0.0078302364,max_atoms=76
38,16,chat,all,all,16,0.010977153,0.01013732,0.0037368483,0.0086374581,0.012287959,0.99449461,0.99491841,0.0018806218,0.99383701,0.99567187,173.67162,173.48875,14.697287,162.55678,180.4924,172.7214,172.25829,14.698995,161.63836,179.82537,71.587473,70.98829,13.192436,65.857452,79.438536,20.734666,20.778859,6.5779976,15.749617,26.457215,0.29012287,0.31822655,0.075367248,0.21307416,0.3491476,0.14324098,0.14193038,0.036612709,0.11336671,0.17025983,0.3125,0.21695111,0.25,15.9375,16,0.0055053889,max_atoms=16
38,16,plain,all,all,60,0.016822993,0.016189992,0.0048931277,0.01348412,0.020854831,0.9915498,0.99187195,0.0024690727,0.98951766,0.99323502,168.03599,165.32436,13.06626,157.63096,176.5118,166.62101,164.2178,13.032209,156.17511,174.83663,95.201158,95.220874,16.920155,81.680694,105.55463,25.650704,25.861884,8.0103547,19.735259,30.847562,0.2778705,0.26682817,0.098463008,0.20717988,0.35327994,0.13185206,0.11607707,0.048301084,0.098422977,0.164075,0.98333333,0.27759472,0.88333333,15.95,16,0.0084501958,max_atoms=60
38,16,all,all,-2,38,0.017580332,0.017664284,0.0054419285,0.013470486,0.0211927,0.99116715,0.99112841,0.0027463209,0.98934689,0.99324194,165.45475,161.08053,12.703432,156.48193,174.05875,163.99906,159.4535,12.685946,155.07835,172.95376,90.74297,88.601659,16.402607,79.641475,99.05523,27.419307,27.254933,8.5819036,20.656931,33.100182,0.30984214,0.31511461,0.10169033,0.23951165,0.39230853,0.14793149,0.13432819,0.050606494,0.10884918,0.18261691,0.89473684,0.30967686,0.84210526,15.894737,16,0.0088328461,max_atoms=38
38,16,all,all,-1,38,0.013604247,0.013534933,0.0042159092,0.010686219,0.016224965,0.99317238,0.99320945,0.0021233068,0.99185432,0.99464257,172.99013,171.84993,13.420866,164.2979,179.92383,171.81153,170.54356,13.373299,163.43754,178.81121,89.716742,88.693874,21.162541,73.917427,105.31152,21.812191,20.778859,6.1900836,17.323756,26.803438,0.25105775,0.24096935,0.075486134,0.19867467,0.29095239,0.12056797,0.11434975,0.036910535,0.094035225,0.13745427,0.78947368,0.23112768,0.65789474,16,16,0.0068276268,max_atoms=38
38,16,all,antonym,all,14,0.015939619,0.01547879,0.0058528924,0.011717588,0.019419551,0.9919941,0.99223036,0.0029508413,0.99024263,0.99412388,169.68227,170.77753,12.705505,157.84849,179.81962,168.34687,169.36251,12.948866,155.8979,178.82988,85.056095,84.285399,13.032193,80.133619,93.591066,29.077965,28.12126,7.7802112,23.390727,33.891935,0.34507076,0.34459888,0.086101567,0.26944377,0.41893244,0.16718308,0.17517896,0.05447829,0.11478041,0.21810824,0.78571429,0.33707146,0.78571429,16,16,0.0080058968,max_atoms=14
38,16,all,association,all,12,0.015525371,0.014442712,0.0039869665,0.013207942,0.017676204,0.99220508,0.99275237,0.0020096519,0.99112207,0.99337403,187.23032,188.24294,13.453146,180.35308,197.97915,185.78855,186.58516,13.611239,178.98553,196.73839,103.47947,101.9095,16.173957,96.552504,113.61043,21.137437,21.878426,6.5885195,14.268297,26.468992,0.20893726,0.21701424,0.068102562,0.16786637,0.27442505,0.10635019,0.11249035,0.023268872,0.097487854,0.11739427,0.75,0.21029894,0.58333333,16,16,0.0077949225,max_atoms=12
38,16,all,counting,all,10,0.019106239,0.021962017,0.0059006065,0.017546117,0.022390649,0.99039679,0.98895803,0.0029738934,0.98874126,0.99118751,167.00685,169.436,9.9925131,161.42856,173.4866,165.41972,167.5095,10.211259,159.67857,172.45572,98.662437,101.51753,27.130823,84.942838,118.13927,24.680102,27.368562,8.2132694,20.031518,30.813314,0.25604865,0.2289011,0.083978106,0.1980807,0.30765184,0.12069568,0.11262034,0.035618999,0.096858983,0.13642913,0.9,0.23933214,0.7,16,16,0.0096032114,max_atoms=10
38,16,all,factual,all,16,0.013803259,0.013572723,0.0031645612,0.011294484,0.015578315,0.9930732,0.99319047,0.0015936717,0.9921802,0.99433671,164.54545,163.79933,8.9979625,159.07964,167.89151,163.40538,162.76008,8.9239085,158.10039,166.97178,86.37846,84.449514,13.149448,75.055415,97.043981,24.061888,25.860287,6.1449347,18.787454,27.975934,0.2833638,0.26884569,0.081592418,0.22849406,0.35030351,0.13182485,0.12490198,0.039641818,0.10106261,0.1593096,0.875,0.27442318,0.8125,15.875,16,0.0069268102,max_atoms=16
38,16,all,multihop,all,12,0.015406196,0.015370846,0.003109685,0.013327852,0.016823798,0.99226586,0.99228483,0.0015669973,0.99155228,0.99331367,168.14119,171.84993,11.905576,156.80453,176.2437,166.8487,170.59222,11.932745,155.22787,175.25436,89.077235,85.804794,16.603089,77.951255,101.14034,25.074781,24.895357,7.3946979,19.389771,30.313077,0.29499385,0.29022434,0.11137279,0.20875118,0.35435061,0.14376919,0.12989196,0.053862659,0.11081331,0.17008366,0.91666667,0.28738018,0.75,16,16,0.0077341314,max_atoms=12
38,16,all,syntactic,all,12,0.014897168,0.011475176,0.0078680837,0.0089500248,0.019528463,0.9925162,0.99424583,0.0039709832,0.99018741,0.99551494,159.84166,158.50973,7.3178394,156.18079,164.58886,158.63469,157.49233,7.0295516,155.48029,162.91587,82.276965,76.050227,21.329535,66.604281,102.42818,23.113962,20.480224,10.626691,16.339023,26.162426,0.27847705,0.27718916,0.087089453,0.20811049,0.35327994,0.12873577,0.1173547,0.042684864,0.092199173,0.16697749,0.83333333,0.27052715,0.83333333,15.833333,16,0.0074838075,max_atoms=12
