layer,format,category,position,variant,n_ranks,median_rank,mean_reciprocal_rank,hit_rate@1,hit_rate@5,hit_rate@10,mean_topk_overlap
35,all,association,all,shuffled_layer,12,97838.5,2.0567257e-05,0,0,0,0
35,all,counting,all,jlens,10,1,0.56666667,0.3,1,1,0.38
35,all,counting,all,logit_lens,10,25,0.36975148,0.3,0.5,0.5,0.25
35,all,counting,all,permuted,10,69687,1.3464734e-05,0,0,0,0
35,all,counting,all,random,10,109232.5,2.0600826e-05,0,0,0,0
35,all,counting,all,adjacent_layer,10,1,0.60833333,0.3,1,1,0.41
35,all,counting,all,distant_layer,10,187714.5,9.9749879e-06,0,0,0,0
35,all,counting,all,shuffled_layer,10,43904.5,0.00011473316,0,0,0,0
35,all,factual,all,jlens,16,0,0.60735335,0.5625,0.6875,0.6875,0.1875
35,all,factual,all,logit_lens,16,0,0.60763948,0.5625,0.6875,0.75,0.18125
35,all,factual,all,permuted,16,106218,1.4239439e-05,0,0,0,0
35,all,factual,all,random,16,134555,1.4427647e-05,0,0,0,0
35,all,factual,all,adjacent_layer,16,0,0.62727528,0.5625,0.6875,0.75,0.19375
35,all,factual,all,distant_layer,16,78173,0.00025507465,0,0,0,0
35,all,factual,all,shuffled_layer,16,40927.5,0.0026544576,0,0,0,0
35,all,multihop,all,jlens,12,0,0.71574599,0.66666667,0.83333333,0.83333333,0.26666667
35,all,multihop,all,logit_lens,12,0,0.77819184,0.75,0.83333333,0.83333333,0.26666667
35,all,multihop,all,permuted,12,58020.5,2.6208237e-05,0,0,0,0
35,all,multihop,all,random,12,32213,4.3166924e-05,0,0,0,0
35,all,multihop,all,adjacent_layer,12,0,0.73718391,0.66666667,0.83333333,0.83333333,0.3
35,all,multihop,all,distant_layer,12,69826,0.000209888,0,0,0,0
35,all,multihop,all,shuffled_layer,12,47656,0.00010117983,0,0,0,0.0083333333
35,all,syntactic,all,jlens,12,0.5,0.69097222,0.5,0.91666667,1,0.33333333
35,all,syntactic,all,logit_lens,12,0,0.76388889,0.66666667,0.91666667,1,0.28333333
35,all,syntactic,all,permuted,12,77966,1.6963573e-05,0,0,0,0
35,all,syntactic,all,random,12,129732.5,1.4135956e-05,0,0,0,0
35,all,syntactic,all,adjacent_layer,12,0,0.79166667,0.66666667,1,1,0.35833333
35,all,syntactic,all,distant_layer,12,105968.5,0.00034588769,0,0,0,0
35,all,syntactic,all,shuffled_layer,12,71730.5,0.00041467402,0,0,0,0.0083333333
35,all,all,-2,jlens,38,0,0.71104235,0.60526316,0.84210526,0.84210526,
35,all,all,-2,logit_lens,38,0,0.69522527,0.63157895,0.81578947,0.84210526,
35,all,all,-2,permuted,38,84523,1.7998864e-05,0,0,0,
35,all,all,-2,random,38,42283.5,7.7373966e-05,0,0,0,
35,all,all,-2,adjacent_layer,38,0,0.73721122,0.63157895,0.84210526,0.86842105,
35,all,all,-2,distant_layer,38,120864,0.0012690481,0,0,0,
35,all,all,-2,shuffled_layer,38,46567.5,0.0011873817,0,0,0,
35,all,all,-1,jlens,38,1,0.57360194,0.42105263,0.81578947,0.86842105,
35,all,all,-1,logit_lens,38,1,0.56586821,0.47368421,0.73684211,0.76315789,
35,all,all,-1,permuted,38,85278,2.3370151e-05,0,0,0,
35,all,all,-1,random,38,83847,9.9979609e-05,0,0,0,
35,all,all,-1,adjacent_layer,38,1,0.6099598,0.44736842,0.86842105,0.86842105,
35,all,all,-1,distant_layer,38,55377.5,0.00028844256,0,0,0,
35,all,all,-1,shuffled_layer,38,62785.5,0.00016311569,0,0,0,
35,chat,all,-2,jlens,8,1,0.48958333,0.125,0.875,0.875,
35,chat,all,-2,logit_lens,8,2,0.40104167,0.125,0.875,1,
35,chat,all,-2,permuted,8,97820.5,2.4838966e-05,0,0,0,
35,chat,all,-2,random,8,94562,3.1498191e-05,0,0,0,
35,chat,all,-2,adjacent_layer,8,1,0.51785714,0.125,0.875,1,
35,chat,all,-2,distant_layer,8,66130,0.0047509671,0,0,0,
35,chat,all,-2,shuffled_layer,8,110773.5,9.0895215e-06,0,0,0,
35,chat,all,-1,jlens,8,4,0.20303881,0,0.5,0.625,
35,chat,all,-1,logit_lens,8,3.5,0.17924886,0,0.625,0.625,
35,chat,all,-1,permuted,8,112154,2.317864e-05,0,0,0,
35,chat,all,-1,random,8,144913,1.1504707e-05,0,0,0,
35,chat,all,-1,adjacent_layer,8,2.5,0.22520509,0,0.625,0.625,
35,chat,all,-1,distant_layer,8,51057.5,0.00018844016,0,0,0,
35,chat,all,-1,shuffled_layer,8,52184,3.4897624e-05,0,0,0,
35,plain,all,-2,jlens,30,0,0.77009809,0.73333333,0.83333333,0.83333333,
35,plain,all,-2,logit_lens,30,0,0.77367423,0.76666667,0.8,0.8,
35,plain,all,-2,permuted,30,84523,1.6174837e-05,0,0,0,
35,plain,all,-2,random,30,40856.5,8.9607507e-05,0,0,0,
35,plain,all,-2,adjacent_layer,30,0,0.79570564,0.76666667,0.83333333,0.83333333,
35,plain,all,-2,distant_layer,30,151305.5,0.00034053636,0,0,0,
35,plain,all,-2,shuffled_layer,30,21861.5,0.0015015929,0,0,0,
35,plain,all,-1,jlens,30,0,0.67241878,0.53333333,0.9,0.93333333,
35,plain,all,-1,logit_lens,30,0,0.66896671,0.6,0.76666667,0.8,
35,plain,all,-1,permuted,30,78634.5,2.342122e-05,0,0,0,
35,plain,all,-1,random,30,53438.5,0.00012357292,0,0,0,
35,plain,all,-1,adjacent_layer,30,0,0.71256105,0.56666667,0.93333333,0.93333333,
35,plain,all,-1,distant_layer,30,55377.5,0.00031510987,0,0,0,
35,plain,all,-1,shuffled_layer,30,103044.5,0.00019730718,0,0,0,
38,all,all,all,jlens,76,0,0.76981475,0.65789474,0.90789474,0.92105263,0.35263158
38,all,all,all,logit_lens,76,0,0.73350844,0.65789474,0.84210526,0.85526316,0.28026316
38,all,all,all,permuted,76,105557,2.8111823e-05,0,0,0,0
38,all,all,all,random,76,90013.5,7.0860006e-05,0,0,0,0
38,all,all,all,adjacent_layer,76,0,0.74937455,0.61842105,0.90789474,0.90789474,0.32763158
38,all,all,all,distant_layer,76,66284.5,0.00065727115,0,0,0,0.0013157895
38,all,all,all,shuffled_layer,76,0,0.74937455,0.61842105,0.90789474,0.90789474,0.32763158
38,chat,all,all,jlens,16,1,0.50641447,0.25,0.875,0.875,0.35
38,chat,all,all,logit_lens,16,2,0.48791667,0.25,0.875,0.9375,0.375
38,chat,all,all,permuted,16,86950.5,6.6273507e-05,0,0,0,0
38,chat,all,all,random,16,41341,3.8040347e-05,0,0,0,0
38,chat,all,all,adjacent_layer,16,1,0.50378788,0.1875,0.875,0.875,0.34375
38,chat,all,all,distant_layer,16,78966,0.00055589405,0,0,0,0
38,chat,all,all,shuffled_layer,16,1,0.50378788,0.1875,0.875,0.875,0.34375
38,plain,all,all,jlens,60,0,0.84005482,0.76666667,0.91666667,0.93333333,0.35333333
38,plain,all,all,logit_lens,60,0,0.79899958,0.76666667,0.83333333,0.83333333,0.255
38,plain,all,all,permuted,60,109618,1.7935374e-05,0,0,0,0
38,plain,all,all,random,60,92626.5,7.9611915e-05,0,0,0,0
38,plain,all,all,adjacent_layer,60,0,0.81486432,0.73333333,0.91666667,0.91666667,0.32333333
38,plain,all,all,distant_layer,60,49618.5,0.00068430504,0,0,0,0.0016666667
38,plain,all,all,shuffled_layer,60,0,0.81486432,0.73333333,0.91666667,0.91666667,0.32333333
38,all,antonym,all,jlens,14,0,0.86309524,0.78571429,1,1,0.27142857
38,all,antonym,all,logit_lens,14,0,0.86904762,0.78571429,1,1,0.24285714
38,all,antonym,all,permuted,14,166029,4.2569819e-05,0,0,0,0
38,all,antonym,all,random,14,142929.5,1.1778251e-05,0,0,0,0
38,all,antonym,all,adjacent_layer,14,0,0.88095238,0.78571429,1,1,0.27142857
38,all,antonym,all,distant_layer,14,23672,0.0012519894,0,0,0,0
38,all,antonym,all,shuffled_layer,14,0,0.88095238,0.78571429,1,1,0.27142857
38,all,association,all,jlens,12,1,0.48414161,0.25,0.75,0.75,0.41666667
38,all,association,all,logit_lens,12,1.5,0.48045826,0.33333333,0.66666667,0.66666667,0.35
38,all,association,all,permuted,12,115093.5,1.7556633e-05,0,0,0,0
38,all,association,all,random,12,66513,6.6097507e-05,0,0,0,0
38,all,association,all,adjacent_layer,12,1.5,0.50423052,0.33333333,0.75,0.75,0.4
38,all,association,all,distant_layer,12,8406.5,0.0010203294,0,0,0,0
38,all,association,all,shuffled_layer,12,1.5,0.50423052,0.33333333,0.75,0.75,0.4
38,all,counting,all,jlens,10,1,0.65833333,0.4,1,1,0.41
38,all,counting,all,logit_lens,10,2,0.42908988,0.3,0.6,0.6,0.26
38,all,counting,all,permuted,10,40020.5,3.4960743e-05,0,0,0,0
38,all,counting,all,random,10,23171.5,0.00037446193,0,0,0,0
38,all,counting,all,adjacent_layer,10,1,0.64166667,0.4,1,1,0.34
38,all,counting,all,distant_layer,10,88864,2.950203e-05,0,0,0,0
38,all,counting,all,shuffled_layer,10,1,0.64166667,0.4,1,1,0.34
38,all,factual,all,jlens,16,0,0.82059717,0.75,0.875,0.875,0.3125
38,all,factual,all,logit_lens,16,0,0.82790584,0.8125,0.875,0.875,0.2625
38,all,factual,all,permuted,16,106674.5,1.5591474e-05,0,0,0,0
38,all,factual,all,random,16,117300.5,1.425624e-05,0,0,0,0
38,all,factual,all,adjacent_layer,16,0,0.81679779,0.75,0.875,0.875,0.30625
38,all,factual,all,distant_layer,16,89852.5,2.6456936e-05,0,0,0,0.00625
38,all,factual,all,shuffled_layer,16,0,0.81679779,0.75,0.875,0.875,0.30625
38,all,multihop,all,jlens,12,0,0.84583333,0.83333333,0.83333333,0.91666667,0.35833333
38,all,multihop,all,logit_lens,12,0,0.80086806,0.75,0.83333333,0.91666667,0.29166667
38,all,multihop,all,permuted,12,145775.5,1.4360774e-05,0,0,0,0
38,all,multihop,all,random,12,83780.5,1.4422027e-05,0,0,0,0
38,all,multihop,all,adjacent_layer,12,0,0.75691122,0.66666667,0.83333333,0.83333333,0.30833333
38,all,multihop,all,distant_layer,12,71981,9.7428435e-05,0,0,0,0
38,all,multihop,all,shuffled_layer,12,0,0.75691122,0.66666667,0.83333333,0.83333333,0.30833333
38,all,syntactic,all,jlens,12,0,0.89583333,0.83333333,1,1,0.38333333
38,all,syntactic,all,logit_lens,12,0,0.88888889,0.83333333,1,1,0.28333333
38,all,syntactic,all,permuted,12,105557,4.6536768e-05,0,0,0,0
38,all,syntactic,all,random,12,96007,2.3459283e-05,0,0,0,0
38,all,syntactic,all,adjacent_layer,12,0,0.83333333,0.66666667,1,1,0.35833333
38,all,syntactic,all,distant_layer,12,44964.5,0.0015244442,0,0,0,0
38,all,syntactic,all,shuffled_layer,12,0,0.83333333,0.66666667,1,1,0.35833333
38,all,all,-2,jlens,38,0,0.83408983,0.73684211,0.92105263,0.94736842,
38,all,all,-2,logit_lens,38,0,0.76717526,0.71052632,0.86842105,0.86842105,
38,all,all,-2,permuted,38,54947.5,2.8226806e-05,0,0,0,
38,all,all,-2,random,38,72359.5,3.511251e-05,0,0,0,
38,all,all,-2,adjacent_layer,38,0,0.81193152,0.71052632,0.92105263,0.92105263,
38,all,all,-2,distant_layer,38,49618.5,0.00081422146,0,0,0,
38,all,all,-2,shuffled_layer,38,0,0.81193152,0.71052632,0.92105263,0.92105263,
38,all,all,-1,jlens,38,0,0.70553966,0.57894737,0.89473684,0.89473684,
38,all,all,-1,logit_lens,38,0,0.69984162,0.60526316,0.81578947,0.84210526,
38,all,all,-1,permuted,38,125613.5,2.7996841e-05,0,0,0,
38,all,all,-1,random,38,142929.5,0.0001066075,0,0,0,
38,all,all,-1,adjacent_layer,38,0,0.68681757,0.52631579,0.89473684,0.89473684,
38,all,all,-1,distant_layer,38,73965,0.00050032084,0,0,0,
38,all,all,-1,shuffled_layer,38,0,0.68681757,0.52631579,0.89473684,0.89473684,
38,chat,all,-2,jlens,8,0.5,0.75,0.5,1,1,
38,chat,all,-2,logit_lens,8,1.5,0.60416667,0.375,1,1,
38,chat,all,-2,permuted,8,133811,6.3541316e-05,0,0,0,
38,chat,all,-2,random,8,82382.5,2.2929711e-05,0,0,0,
38,chat,all,-2,adjacent_layer,8,1,0.6875,0.375,1,1,
38,chat,all,-2,distant_layer,8,91997,0.0008849728,0,0,0,
38,chat,all,-2,shuffled_layer,8,1,0.6875,0.375,1,1,
38,chat,all,-1,jlens,8,2.5,0.26282895,0,0.75,0.75,
38,chat,all,-1,logit_lens,8,2,0.37166667,0.125,0.75,0.875,
38,chat,all,-1,permuted,8,72102,6.9005698e-05,0,0,0,
38,chat,all,-1,random,8,32030,5.3150983e-05,0,0,0,
38,chat,all,-1,adjacent_layer,8,2,0.32007576,0,0.75,0.75,
38,chat,all,-1,distant_layer,8,73965,0.0002268153,0,0,0,
38,chat,all,-1,shuffled_layer,8,2,0.32007576,0,0.75,0.75,
38,plain,all,-2,jlens,30,0,0.85651379,0.8,0.9,0.93333333,
38,plain,all,-2,logit_lens,30,0,0.81064422,0.8,0.83333333,0.83333333,
38,plain,all,-2,permuted,30,48802.5,1.8809603e-05,0,0,0,
38,plain,all,-2,random,30,72359.5,3.8361256e-05,0,0,0,
38,plain,all,-2,adjacent_layer,30,0,0.84511326,0.8,0.9,0.9,
38,plain,all,-2,distant_layer,30,32538,0.00079535443,0,0,0,
38,plain,all,-2,shuffled_layer,30,0,0.84511326,0.8,0.9,0.9,
38,plain,all,-1,jlens,30,0,0.82359585,0.73333333,0.93333333,0.93333333,
38,plain,all,-1,logit_lens,30,0,0.78735494,0.73333333,0.83333333,0.83333333,
38,plain,all,-1,permuted,30,136287,1.7061145e-05,0,0,0,
38,plain,all,-1,random,30,171007.5,0.00012086257,0,0,0,
38,plain,all,-1,adjacent_layer,30,0,0.78461538,0.66666667,0.93333333,0.93333333,
38,plain,all,-1,distant_layer,30,71518,0.00057325565,0,0,0,
38,plain,all,-1,shuffled_layer,30,0,0.78461538,0.66666667,0.93333333,0.93333333,
